,member_id,contract_id,value
663,28,19,13
664,28,20,9
665,28,21,-11
666,28,22,-3
667,29,0,-12
668,29,1,4
669,29,2,12
670,29,3,8
671,29,4,-6
672,29,5,17
673,29,6,-17
674,29,7,-18
675,29,8,11
676,29,9,-11
677,29,10,17
678,29,11,-15
679,29,12,11
680,29,13,-5
681,29,14,16
682,29,15,7
683,29,16,-13
684,29,17,15
685,29,18,17
686,29,19,-11
687,29,20,15
688,29,21,8
689,29,22,-16
690,30,0,16
691,30,1,-14
692,30,2,11
693,30,3,7
694,30,4,17
695,30,5,-5
696,30,6,2
697,30,7,-12
698,30,8,-8
699,30,9,-11
700,30,10,3
701,30,11,10
702,30,12,-17
703,30,13,7
704,30,14,2
705,30,15,13
706,30,16,8
707,30,17,10
708,30,18,-18
709,30,19,20
710,30,20,10
711,30,21,14
712,30,22,-13
713,31,0,-9
714,31,1,-8
715,31,2,-16
716,31,3,3
717,31,4,13
718,31,5,-8
719,31,6,16
720,31,7,-6
721,31,8,-6
722,31,9,2
723,31,10,3
724,31,11,-4
725,31,12,-10
726,31,13,-6
727,31,14,10
728,31,15,0
729,31,16,5
730,31,17,-3
731,31,18,3
732,31,19,10
733,31,20,15
734,31,21,7
735,31,22,-4
736,32,0,-20
737,32,1,-4
738,32,2,2
739,32,3,-14
740,32,4,-4
741,32,5,15
742,32,6,3
743,32,7,11
744,32,8,10
745,32,9,12
746,32,10,6
747,32,11,-6
748,32,12,-7
749,32,13,3
750,32,14,6
751,32,15,-11
752,32,16,-4
753,32,17,-13
754,32,18,-6
755,32,19,-20
756,32,20,-11
757,32,21,-3
758,32,22,-14
759,33,0,19
760,33,1,-9
761,33,2,10
762,33,3,-12
763,33,4,0
764,33,5,11
765,33,6,11
766,33,7,-4
767,33,8,1
768,33,9,-20
769,33,10,13
770,33,11,14
771,33,12,11
772,33,13,16
773,33,14,4
774,33,15,-4
775,33,16,-19
776,33,17,-18
777,33,18,13
778,33,19,12
779,33,20,11
780,33,21,-11
781,33,22,3
782,34,0,9
783,34,1,-18
784,34,2,-2
785,34,3,-9
786,34,4,14
787,34,5,15
788,34,6,15
789,34,7,15
790,34,8,-4
791,34,9,11
792,34,10,19
793,34,11,16
794,34,12,-10
795,34,13,9
796,34,14,-6
797,34,15,7
798,34,16,-10
799,34,17,-7
800,34,18,8
801,34,19,-10
802,34,20,-7
803,34,21,-5
804,34,22,-6
805,35,0,-18
806,35,1,15
807,35,2,10
808,35,3,18
809,35,4,11
810,35,5,2
811,35,6,-4
812,35,7,20
813,35,8,7
814,35,9,19
815,35,10,9
816,35,11,-1
817,35,12,-20
818,35,13,-1
819,35,14,-1
820,35,15,6
821,35,16,-8
822,35,17,-6
823,35,18,17
824,35,19,-17
825,35,20,-18
826,35,21,6
827,35,22,-5
828,36,0,-15
829,36,1,12
830,36,2,15
831,36,3,11
832,36,4,-16
833,36,5,-9
834,36,6,10
835,36,7,18
836,36,8,-20
837,36,9,-7
838,36,10,4
839,36,11,-11
840,36,12,-18
841,36,13,-10
842,36,14,-5
843,36,15,2
844,36,16,2
845,36,17,16
846,36,18,-7
847,36,19,-7
848,36,20,-12
849,36,21,-12
850,36,22,12
851,37,0,-14
852,37,1,-5
853,37,2,11
854,37,3,-8
855,37,4,17
856,37,5,19
857,37,6,2
858,37,7,-4
859,37,8,-13
860,37,9,10
861,37,10,14
862,37,11,-9
863,37,12,-3
864,37,13,4
865,37,14,9
866,37,15,-2
867,37,16,-11
868,37,17,-4
869,37,18,2
870,37,19,11
871,37,20,-6
872,37,21,-11
873,37,22,-13
874,38,0,-20
875,38,1,-18
876,38,2,2
877,38,3,-2
878,38,4,10
879,38,5,-1
880,38,6,-11
881,38,7,3
882,38,8,-15
883,38,9,-9
884,38,10,5
885,38,11,-5
886,38,12,1
887,38,13,3
888,38,14,7
889,38,15,17
890,38,16,-13
891,38,17,-5
892,38,18,3
893,38,19,-4
894,38,20,-19
895,38,21,1
896,38,22,-18
897,39,0,16
898,39,1,-16
899,39,2,-19
900,39,3,-3
901,39,4,-6
902,39,5,1
903,39,6,-11
904,39,7,-6
905,39,8,-7
906,39,9,0
907,39,10,12
908,39,11,5
909,39,12,8
910,39,13,-13
911,39,14,-6
912,39,15,10
913,39,16,9
914,39,17,-2
915,39,18,19
916,39,19,-7
917,39,20,-10
918,39,21,-5
919,39,22,10
920,40,0,-12
921,40,1,-14
922,40,2,20
923,40,3,-5
924,40,4,18
925,40,5,14
926,40,6,-18
927,40,7,5
928,40,8,3
929,40,9,1
930,40,10,-4
931,40,11,8
932,40,12,-4
933,40,13,-19
934,40,14,-7
935,40,15,19
936,40,16,12
937,40,17,10
938,40,18,-18
939,40,19,-1
940,40,20,-19
941,40,21,-5
942,40,22,0
943,41,0,-8
944,41,1,-7
945,41,2,6
946,41,3,-17
947,41,4,9
948,41,5,-4
949,41,6,16
950,41,7,10
951,41,8,7
952,41,9,-11
953,41,10,-1
954,41,11,-10
955,41,12,-1
956,41,13,5
957,41,14,8
958,41,15,-9
959,41,16,8
960,41,17,13
961,41,18,4
962,41,19,13
963,41,20,2
964,41,21,-7
965,41,22,11
966,42,0,-4
967,42,1,12
968,42,2,14
969,42,3,19
970,42,4,-13
971,42,5,-8
972,42,6,16
973,42,7,-17
974,42,8,-1
975,42,9,11
976,42,10,-20
977,42,11,-15
978,42,12,7
979,42,13,16
980,42,14,20
981,42,15,-1
982,42,16,8
983,42,17,-12
984,42,18,7
985,42,19,-12
986,42,20,-16
987,42,21,9
988,42,22,-20
989,43,0,-1
990,43,1,2
991,43,2,7
992,43,3,-15
993,43,4,3
994,43,5,18
995,43,6,13
996,43,7,8
997,43,8,-14
998,43,9,-11
999,43,10,16
1000,43,11,17
1001,43,12,-7
1002,43,13,16
1003,43,14,14
1004,43,15,-12
1005,43,16,-7
1006,43,17,12
1007,43,18,-9
1008,43,19,0
1009,43,20,-15
1010,43,21,-18
1011,43,22,-8
1012,44,0,8
1013,44,1,-3
1014,44,2,2
1015,44,3,-20
1016,44,4,-10
1017,44,5,-19
1018,44,6,9
1019,44,7,-5
1020,44,8,-2
1021,44,9,-11
1022,44,10,13
1023,44,11,20
1024,44,12,5
1025,44,13,2
1026,44,14,-4
1027,44,15,0
1028,44,16,-10
1029,44,17,17
1030,44,18,-3
1031,44,19,13
1032,44,20,13
1033,44,21,-11
1034,44,22,6
1035,45,0,19
1036,45,1,0
1037,45,2,-14
1038,45,3,20
1039,45,4,-10
1040,45,5,-13
1041,45,6,6
1042,45,7,-16
1043,45,8,5
1044,45,9,-19
1045,45,10,14
1046,45,11,-16
1047,45,12,-6
1048,45,13,7
1049,45,14,10
1050,45,15,4
1051,45,16,17
1052,45,17,17
1053,45,18,-19
1054,45,19,10
1055,45,20,-1
1056,45,21,-6
1057,45,22,-15
1058,46,0,13
1059,46,1,7
1060,46,2,-6
1061,46,3,15
1062,46,4,9
1063,46,5,-9
1064,46,6,10
1065,46,7,-7
1066,46,8,1
1067,46,9,2
1068,46,10,-8
1069,46,11,0
1070,46,12,-12
1071,46,13,19
1072,46,14,19
1073,46,15,6
1074,46,16,2
1075,46,17,12
1076,46,18,-3
1077,46,19,0
1078,46,20,-11
1079,46,21,-3
1080,46,22,14
1081,47,0,-17
1082,47,1,-14
1083,47,2,-2
1084,47,3,17
1085,47,4,8
1086,47,5,-10
1087,47,6,17
1088,47,7,-19
1089,47,8,4
1090,47,9,-19
1091,47,10,-14
1092,47,11,-10
1093,47,12,8
1094,47,13,11
1095,47,14,2
1096,47,15,-19
1097,47,16,-9
1098,47,17,16
1099,47,18,12
1100,47,19,0
1101,47,20,-8
1102,47,21,6
1103,47,22,-15
1104,48,0,3
1105,48,1,17
1106,48,2,-8
1107,48,3,-5
1108,48,4,-19
1109,48,5,-12
1110,48,6,-12
1111,48,7,13
1112,48,8,11
1113,48,9,10
1114,48,10,11
1115,48,11,-12
1116,48,12,0
1117,48,13,-19
1118,48,14,-8
1119,48,15,-17
1120,48,16,2
1121,48,17,-15
1122,48,18,-14
1123,48,19,9
1124,48,20,6
1125,48,21,2
1126,48,22,20
1127,49,0,10
1128,49,1,0
1129,49,2,-15
1130,49,3,-11
1131,49,4,-17
1132,49,5,6
1133,49,6,4
1134,49,7,-5
1135,49,8,3
1136,49,9,8
1137,49,10,1
1138,49,11,-17
1139,49,12,9
1140,49,13,20
1141,49,14,-7
1142,49,15,2
1143,49,16,-16
1144,49,17,0
1145,49,18,-16
1146,49,19,-14
1147,49,20,-7
1148,49,21,-19
1149,49,22,5
1150,50,0,-18
1151,50,1,1
1152,50,2,9
1153,50,3,-15
1154,50,4,5
1155,50,5,-18
1156,50,6,10
1157,50,7,-12
1158,50,8,-6
1159,50,9,-15
1160,50,10,4
1161,50,11,15
1162,50,12,-19
1163,50,13,18
1164,50,14,-8
1165,50,15,4
1166,50,16,-5
1167,50,17,-12
1168,50,18,-16
1169,50,19,8
1170,50,20,-1
1171,50,21,18
1172,50,22,-4
1173,51,0,18
1174,51,1,-17
1175,51,2,-12
1176,51,3,-5
1177,51,4,19
1178,51,5,-5
1179,51,6,4
1180,51,7,1
1181,51,8,14
1182,51,9,-4
1183,51,10,16
1184,51,11,-14
1185,51,12,7
1186,51,13,-15
1187,51,14,-8
1188,51,15,20
1189,51,16,-18
1190,51,17,0
1191,51,18,-11
1192,51,19,-20
1193,51,20,-19
1194,51,21,-5
1195,51,22,-3
1196,52,0,9
1197,52,1,17
1198,52,2,-12
1199,52,3,-9
1200,52,4,-20
1201,52,5,-3
1202,52,6,-15
1203,52,7,6
1204,52,8,-4
1205,52,9,18
1206,52,10,-12
1207,52,11,-11
1208,52,12,17
1209,52,13,-4
1210,52,14,1
1211,52,15,-6
1212,52,16,11
1213,52,17,10
1214,52,18,-3
1215,52,19,20
1216,52,20,-3
1217,52,21,-11
1218,52,22,-4
1219,53,0,20
1220,53,1,5
1221,53,2,-19
1222,53,3,8
1223,53,4,6
1224,53,5,-13
1225,53,6,17
1226,53,7,8
1227,53,8,-14
1228,53,9,-20
1229,53,10,3
1230,53,11,10
1231,53,12,-13
1232,53,13,-14
1233,53,14,-7
1234,53,15,-15
1235,53,16,-3
1236,53,17,11
1237,53,18,-17
1238,53,19,-18
1239,53,20,18
1240,53,21,-11
1241,53,22,-10
1242,54,0,-5
1243,54,1,-13
1244,54,2,7
1245,54,3,-12
1246,54,4,14
1247,54,5,-12
1248,54,6,-6
1249,54,7,-6
1250,54,8,9
1251,54,9,-8
1252,54,10,-15
1253,54,11,-6
1254,54,12,20
1255,54,13,-2
1256,54,14,18
1257,54,15,12
1258,54,16,13
1259,54,17,-9
1260,54,18,-8
1261,54,19,16
1262,54,20,-2
1263,54,21,-7
1264,54,22,-18
1265,55,0,11
1266,55,1,-5
1267,55,2,14
1268,55,3,20
1269,55,4,3
1270,55,5,15
1271,55,6,11
1272,55,7,13
1273,55,8,-17
1274,55,9,-18
1275,55,10,19
1276,55,11,-6
1277,55,12,-16
1278,55,13,-11
1279,55,14,-1
1280,55,15,10
1281,55,16,1
1282,55,17,-7
1283,55,18,-11
1284,55,19,10
1285,55,20,-8
1286,55,21,9
1287,55,22,-18
1288,56,0,-5
1289,56,1,14
1290,56,2,17
1291,56,3,1
1292,56,4,7
1293,56,5,9
1294,56,6,-11
1295,56,7,1
1296,56,8,-7
1297,56,9,18
1298,56,10,11
1299,56,11,11
1300,56,12,-7
1301,56,13,12
1302,56,14,-5
1303,56,15,-8
1304,56,16,19
1305,56,17,-15
1306,56,18,-9
1307,56,19,2
1308,56,20,-4
1309,56,21,-1
1310,56,22,-11
1311,57,0,16
1312,57,1,10
1313,57,2,-14
1314,57,3,7
1315,57,4,17
1316,57,5,-13
1317,57,6,-14
1318,57,7,-15
1319,57,8,-16
1320,57,9,17
1321,57,10,0
1322,57,11,-12
1323,57,12,-18
1324,57,13,1
1325,57,14,-4
1326,57,15,7
1327,57,16,-20
1328,57,17,-5
1329,57,18,1
1330,57,19,-3
1331,57,20,9
1332,57,21,19
1333,57,22,3
1334,58,0,9
1335,58,1,-7
1336,58,2,19
1337,58,3,8
1338,58,4,-17
1339,58,5,-10
1340,58,6,14
1341,58,7,17
1342,58,8,-1
1343,58,9,-18
1344,58,10,-18
1345,58,11,13
1346,58,12,-18
1347,58,13,-9
1348,58,14,-13
1349,58,15,4
1350,58,16,4
1351,58,17,9
1352,58,18,-7
1353,58,19,-5
1354,58,20,-10
1355,58,21,11
1356,58,22,7
1357,59,0,-5
1358,59,1,-6
1359,59,2,-6
1360,59,3,-15
1361,59,4,-16
1362,59,5,-13
1363,59,6,-7
1364,59,7,0
1365,59,8,-11
1366,59,9,12
1367,59,10,-1
1368,59,11,4
1369,59,12,-18
1370,59,13,8
1371,59,14,1
1372,59,15,-14
1373,59,16,12
1374,59,17,-9
1375,59,18,3
1376,59,19,-11
1377,59,20,-4
1378,59,21,-2
1379,59,22,12
1380,60,0,0
1381,60,1,13
1382,60,2,10
1383,60,3,16
1384,60,4,3
1385,60,5,19
1386,60,6,7
1387,60,7,-11
1388,60,8,0
1389,60,9,-15
1390,60,10,-8
1391,60,11,-2
1392,60,12,-13
1393,60,13,20
1394,60,14,-18
1395,60,15,-19
1396,60,16,10
1397,60,17,-15
1398,60,18,8
1399,60,19,20
1400,60,20,10
1401,60,21,-12
1402,60,22,18
1403,61,0,-12
1404,61,1,13
1405,61,2,-12
1406,61,3,5
1407,61,4,-4
1408,61,5,6
1409,61,6,-17
1410,61,7,-14
1411,61,8,-8
1412,61,9,-2
1413,61,10,-7
1414,61,11,-16
1415,61,12,-1
1416,61,13,13
1417,61,14,17
1418,61,15,-20
1419,61,16,-16
1420,61,17,6
1421,61,18,18
1422,61,19,-14
1423,61,20,16
1424,61,21,12
1425,61,22,19
1426,62,0,3
1427,62,1,-6
1428,62,2,-5
1429,62,3,6
1430,62,4,1
1431,62,5,15
1432,62,6,-18
1433,62,7,3
1434,62,8,-5
1435,62,9,-8
1436,62,10,3
1437,62,11,-13
1438,62,12,-6
1439,62,13,14
1440,62,14,-9
1441,62,15,-2
1442,62,16,15
1443,62,17,-1
1444,62,18,-8
1445,62,19,-16
1446,62,20,7
1447,62,21,20
1448,62,22,-20
1449,63,0,-6
1450,63,1,-17
1451,63,2,6
1452,63,3,-18
1453,63,4,-10
1454,63,5,-1
1455,63,6,-17
1456,63,7,10
1457,63,8,1
1458,63,9,0
1459,63,10,18
1460,63,11,17
1461,63,12,-11
1462,63,13,-16
1463,63,14,4
1464,63,15,17
1465,63,16,5
1466,63,17,-5
1467,63,18,-1
1468,63,19,-6
1469,63,20,4
1470,63,21,-15
1471,63,22,-6
1472,64,0,8
1473,64,1,15
1474,64,2,19
1475,64,3,19
1476,64,4,3
1477,64,5,-18
1478,64,6,-16
1479,64,7,-4
1480,64,8,-19
1481,64,9,11
1482,64,10,3
1483,64,11,-11
1484,64,12,10
1485,64,13,18
1486,64,14,11
1487,64,15,9
1488,64,16,-14
1489,64,17,16
1490,64,18,-20
1491,64,19,0
1492,64,20,0
1493,64,21,-18
1494,64,22,-17
1495,65,0,-12
1496,65,1,-13
1497,65,2,-12
1498,65,3,17
1499,65,4,15
1500,65,5,-18
1501,65,6,-1
1502,65,7,1
1503,65,8,-13
1504,65,9,-1
1505,65,10,18
1506,65,11,-1
1507,65,12,12
1508,65,13,-12
1509,65,14,18
1510,65,15,-20
1511,65,16,7
1512,65,17,-20
1513,65,18,13
1514,65,19,18
1515,65,20,17
1516,65,21,10
1517,65,22,-18
1518,66,0,-12
1519,66,1,-12
1520,66,2,9
1521,66,3,-5
1522,66,4,2
1523,66,5,-12
1524,66,6,-8
1525,66,7,-6
1526,66,8,1
1527,66,9,-7
1528,66,10,-12
1529,66,11,-2
1530,66,12,-7
1531,66,13,11
1532,66,14,5
1533,66,15,-18
1534,66,16,11
1535,66,17,-7
1536,66,18,0
1537,66,19,2
1538,66,20,-5
1539,66,21,-11
1540,66,22,15
1541,67,0,-5
1542,67,1,-14
1543,67,2,-3
1544,67,3,-20
1545,67,4,16
1546,67,5,-10
1547,67,6,12
1548,67,7,5
1549,67,8,3
1550,67,9,-14
1551,67,10,13
1552,67,11,-8
1553,67,12,20
1554,67,13,-12
1555,67,14,12
1556,67,15,12
1557,67,16,0
1558,67,17,-8
1559,67,18,-1
1560,67,19,13
1561,67,20,-12
1562,67,21,-13
1563,67,22,-4
1564,68,0,11
1565,68,1,-8
1566,68,2,-13
1567,68,3,11
1568,68,4,11
1569,68,5,-13
1570,68,6,-8
1571,68,7,0
1572,68,8,9
